"Username","Response.Response","Stimuli.Answer","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.RT","Procedure.Shuffle.1"
"w10128215_bnc","shock","shake",1,"Read","shell","Study1","U","Study Phase",1166,"Recall1"
"w10133134_lpc","slap","shake",1,"Read","shell","Study1","U","Study Phase",1900,"Recall1"
"w10143398_abc","idk","shake",1,"Read","shell","Study1","U","Study Phase",3015,"Recall1"
"w10157282_HBR","shock","shake",1,"Read","shell","Study1","U","Study Phase",1230,"Recall1"
"10143815SK","","tick",1,"Read","sign","Study1","U","Study Phase",2556,"Recall1"
"BrettThompson","break","tick",1,"Read Recall","sign","Study1","U","Study Phase",3317,"Recall1"
"BrookeMask","stop","tick",1,"Read Recall","sign","Study1","U","Study Phase",639,"Recall1"
"jasminesherman","","tick",1,"Read Recall","sign","Study1","U","Study Phase",864,"Recall1"
"NicolasMunoz","stop","tick",1,"Read Recall","sign","Study1","U","Study Phase",930,"Recall1"
"TaravionCosey","tick","tick",1,"Read Recall","sign","Study1","U","Study Phase",10486,"Recall1"
"w10046339_pw","pole","tick",1,"Read","sign","Study1","U","Study Phase",1447,"Recall1"
"W10057641NS","","tick",1,"Read","sign","Study1","U","Study Phase",233,"Recall1"
"w10062326CT","tick","tick",1,"Read","sign","Study1","U","Study Phase",4444,"Recall1"
"w10080028_sac","tick","tick",1,"Read","sign","Study1","U","Study Phase",1472,"Recall1"
"w10085225L.S","road","tick",1,"Read","sign","Study1","U","Study Phase",522,"Recall1"
"w10101381_mgk","?","tick",1,"Read","sign","Study1","U","Study Phase",4779,"Recall1"
"w10118390Eh","time","tick",1,"Read","sign","Study1","U","Study Phase",563,"Recall1"
"w10128215_bnc","","tick",1,"Read","sign","Study1","U","Study Phase",1589,"Recall1"
"w10133134_lpc","thin","tick",1,"Read","sign","Study1","U","Study Phase",1783,"Recall1"
"w10143398_abc","idk","tick",1,"Read","sign","Study1","U","Study Phase",3894,"Recall1"
"w10157282_HBR","stop","tick",1,"Read","sign","Study1","U","Study Phase",3147,"Recall1"
"10143815SK","code","drink",1,"Read","sip","Study1","F","Study Phase",1829,"Recall1"
"BrettThompson","drink","drink",1,"Read Recall","sip","Study1","F","Study Phase",29248,"Recall1"
"BrookeMask","water","drink",1,"Read Recall","sip","Study1","F","Study Phase",877,"Recall1"
"jasminesherman","","drink",1,"Read Recall","sip","Study1","F","Study Phase",806,"Recall1"
"NicolasMunoz","drink","drink",1,"Read Recall","sip","Study1","F","Study Phase",932,"Recall1"
"TaravionCosey","drink","drink",1,"Read Recall","sip","Study1","F","Study Phase",7953,"Recall1"
"w10046339_pw","drink","drink",1,"Read","sip","Study1","F","Study Phase",2533,"Recall1"
"W10057641NS","","drink",1,"Read","sip","Study1","F","Study Phase",216,"Recall1"
"w10062326CT","drink","drink",1,"Read","sip","Study1","F","Study Phase",1776,"Recall1"
"w10080028_sac","drink","drink",1,"Read","sip","Study1","F","Study Phase",1610,"Recall1"
"w10085225L.S","drink","drink",1,"Read","sip","Study1","F","Study Phase",9211,"Recall1"
"w10101381_mgk","?","drink",1,"Read","sip","Study1","F","Study Phase",1160,"Recall1"
"w10118390Eh","drink","drink",1,"Read","sip","Study1","F","Study Phase",1965,"Recall1"
"w10128215_bnc","drink","drink",1,"Read","sip","Study1","F","Study Phase",1174,"Recall1"
"w10133134_lpc","drink","drink",1,"Read","sip","Study1","F","Study Phase",1338,"Recall1"
"w10143398_abc","cup","drink",1,"Read","sip","Study1","F","Study Phase",1006,"Recall1"
"w10157282_HBR","stir","drink",1,"Read","sip","Study1","F","Study Phase",971,"Recall1"
"10143815SK","","belt",1,"Read","soon","Study1","U","Study Phase",3654,"Recall1"
"BrettThompson","break","belt",1,"Read Recall","soon","Study1","U","Study Phase",2319,"Recall1"
"BrookeMask","later","belt",1,"Read Recall","soon","Study1","U","Study Phase",781,"Recall1"
"jasminesherman","","belt",1,"Read Recall","soon","Study1","U","Study Phase",851,"Recall1"
"NicolasMunoz","","belt",1,"Read Recall","soon","Study1","U","Study Phase",955,"Recall1"
"TaravionCosey","belt","belt",1,"Read Recall","soon","Study1","U","Study Phase",19179,"Recall1"
"w10046339_pw","later","belt",1,"Read","soon","Study1","U","Study Phase",1738,"Recall1"
"W10057641NS","","belt",1,"Read","soon","Study1","U","Study Phase",191,"Recall1"
"w10062326CT","later","belt",1,"Read","soon","Study1","U","Study Phase",1035,"Recall1"
"w10080028_sac","belt","belt",1,"Read","soon","Study1","U","Study Phase",1323,"Recall1"
"w10085225L.S","idk","belt",1,"Read","soon","Study1","U","Study Phase",680,"Recall1"
"w10101381_mgk","?","belt",1,"Read","soon","Study1","U","Study Phase",3505,"Recall1"
"w10118390Eh","time","belt",1,"Read","soon","Study1","U","Study Phase",535,"Recall1"
"w10128215_bnc","quick","belt",1,"Read","soon","Study1","U","Study Phase",1183,"Recall1"
"w10133134_lpc","later","belt",1,"Read","soon","Study1","U","Study Phase",1437,"Recall1"
"w10143398_abc","noon","belt",1,"Read","soon","Study1","U","Study Phase",2205,"Recall1"
"w10157282_HBR","","belt",1,"Read","soon","Study1","U","Study Phase",2254,"Recall1"
"10143815SK","","cloth",1,"Read","stretch","Study1","U","Study Phase",1631,"Recall1"
"BrettThompson","walk","cloth",1,"Read Recall","stretch","Study1","U","Study Phase",2427,"Recall1"
"BrookeMask","","cloth",1,"Read Recall","stretch","Study1","U","Study Phase",468,"Recall1"
"jasminesherman","","cloth",1,"Read Recall","stretch","Study1","U","Study Phase",641,"Recall1"
"NicolasMunoz","","cloth",1,"Read Recall","stretch","Study1","U","Study Phase",1979,"Recall1"
"TaravionCosey","cloth","cloth",1,"Read Recall","stretch","Study1","U","Study Phase",18318,"Recall1"
"w10046339_pw","cloth","cloth",1,"Read","stretch","Study1","U","Study Phase",3586,"Recall1"
"W10057641NS","","cloth",1,"Read","stretch","Study1","U","Study Phase",1533,"Recall1"
"w10062326CT","hand","cloth",1,"Read","stretch","Study1","U","Study Phase",1472,"Recall1"
"w10080028_sac","cloth","cloth",1,"Read","stretch","Study1","U","Study Phase",2341,"Recall1"
"w10085225L.S","long","cloth",1,"Read","stretch","Study1","U","Study Phase",664,"Recall1"
"w10101381_mgk","?","cloth",1,"Read","stretch","Study1","U","Study Phase",2426,"Recall1"
"w10118390Eh","shrink","cloth",1,"Read","stretch","Study1","U","Study Phase",29139,"Recall1"
"w10128215_bnc","sleep","cloth",1,"Read","stretch","Study1","U","Study Phase",1482,"Recall1"
"w10133134_lpc","arm","cloth",1,"Read","stretch","Study1","U","Study Phase",1248,"Recall1"
"w10143398_abc","idk","cloth",1,"Read","stretch","Study1","U","Study Phase",1447,"Recall1"
"w10157282_HBR","pull","cloth",1,"Read","stretch","Study1","U","Study Phase",1293,"Recall1"
"10143815SK","","bird",1,"Read","swan","Study1","F","Study Phase",2198,"Recall1"
"BrettThompson","bird","bird",1,"Read Recall","swan","Study1","F","Study Phase",56731,"Recall1"
"BrookeMask","dove","bird",1,"Read Recall","swan","Study1","F","Study Phase",913,"Recall1"
"jasminesherman","","bird",1,"Read Recall","swan","Study1","F","Study Phase",713,"Recall1"
"NicolasMunoz","bird","bird",1,"Read Recall","swan","Study1","F","Study Phase",1478,"Recall1"
"TaravionCosey","bird","bird",1,"Read Recall","swan","Study1","F","Study Phase",13823,"Recall1"
"w10046339_pw","bird","bird",1,"Read","swan","Study1","F","Study Phase",1759,"Recall1"
"W10057641NS","","bird",1,"Read","swan","Study1","F","Study Phase",273,"Recall1"
"w10062326CT","tree","bird",1,"Read","swan","Study1","F","Study Phase",1790,"Recall1"
"w10080028_sac","bird","bird",1,"Read","swan","Study1","F","Study Phase",1246,"Recall1"
"w10085225L.S","goose","bird",1,"Read","swan","Study1","F","Study Phase",731,"Recall1"
"w10101381_mgk","bird","bird",1,"Read","swan","Study1","F","Study Phase",2437,"Recall1"
"w10118390Eh","dove","bird",1,"Read","swan","Study1","F","Study Phase",497,"Recall1"
"w10128215_bnc","duck","bird",1,"Read","swan","Study1","F","Study Phase",1314,"Recall1"
"w10133134_lpc","bird","bird",1,"Read","swan","Study1","F","Study Phase",983,"Recall1"
"w10143398_abc","bird","bird",1,"Read","swan","Study1","F","Study Phase",2289,"Recall1"
"w10157282_HBR","bird","bird",1,"Read","swan","Study1","F","Study Phase",852,"Recall1"
"10143815SK","warm","morning",1,"Read","temperature","Study1","U","Study Phase",2144,"Recall1"
"BrettThompson","hot","morning",1,"Read Recall","temperature","Study1","U","Study Phase",2920,"Recall1"
"BrookeMask","weather","morning",1,"Read Recall","temperature","Study1","U","Study Phase",466,"Recall1"
"jasminesherman","","morning",1,"Read Recall","temperature","Study1","U","Study Phase",819,"Recall1"
"NicolasMunoz","","morning",1,"Read Recall","temperature","Study1","U","Study Phase",916,"Recall1"
"TaravionCosey","hot","morning",1,"Read Recall","temperature","Study1","U","Study Phase",14219,"Recall1"
"w10046339_pw","hot","morning",1,"Read","temperature","Study1","U","Study Phase",1545,"Recall1"
"W10057641NS","","morning",1,"Read","temperature","Study1","U","Study Phase",182,"Recall1"
"w10062326CT","morning","morning",1,"Read","temperature","Study1","U","Study Phase",2770,"Recall1"
"w10080028_sac","morning","morning",1,"Read","temperature","Study1","U","Study Phase",2016,"Recall1"
"w10085225L.S","hot","morning",1,"Read","temperature","Study1","U","Study Phase",1297,"Recall1"
"w10101381_mgk","?","morning",1,"Read","temperature","Study1","U","Study Phase",3403,"Recall1"
"w10118390Eh","cold","morning",1,"Read","temperature","Study1","U","Study Phase",962,"Recall1"
"w10128215_bnc","hot","morning",1,"Read","temperature","Study1","U","Study Phase",1054,"Recall1"
"w10133134_lpc","morning","morning",1,"Read","temperature","Study1","U","Study Phase",1300,"Recall1"
"w10143398_abc","day","morning",1,"Read","temperature","Study1","U","Study Phase",3625,"Recall1"
"w10157282_HBR","fever","morning",1,"Read","temperature","Study1","U","Study Phase",1839,"Recall1"
"10143815SK","taste","hair",1,"Read","tooth","Study1","M","Study Phase",1717,"Recall1"
"BrettThompson","hair","hair",1,"Read Recall","tooth","Study1","M","Study Phase",2190,"Recall1"
"BrookeMask","ache","hair",1,"Read Recall","tooth","Study1","M","Study Phase",959,"Recall1"
"jasminesherman","ache","hair",1,"Read Recall","tooth","Study1","M","Study Phase",1102,"Recall1"
"NicolasMunoz","fairy","hair",1,"Read Recall","tooth","Study1","M","Study Phase",917,"Recall1"
"TaravionCosey","hair","hair",1,"Read Recall","tooth","Study1","M","Study Phase",6275,"Recall1"
"w10046339_pw","hair","hair",1,"Read","tooth","Study1","M","Study Phase",1460,"Recall1"
"W10057641NS","","hair",1,"Read","tooth","Study1","M","Study Phase",236,"Recall1"
"w10062326CT","hair","hair",1,"Read","tooth","Study1","M","Study Phase",2389,"Recall1"
"w10080028_sac","hair","hair",1,"Read","tooth","Study1","M","Study Phase",1638,"Recall1"
"w10085225L.S","paste","hair",1,"Read","tooth","Study1","M","Study Phase",834,"Recall1"
"w10101381_mgk","hair","hair",1,"Read","tooth","Study1","M","Study Phase",2596,"Recall1"
"w10118390Eh","fairy","hair",1,"Read","tooth","Study1","M","Study Phase",533,"Recall1"
"w10128215_bnc","cake","hair",1,"Read","tooth","Study1","M","Study Phase",1289,"Recall1"
"w10133134_lpc","hand","hair",1,"Read","tooth","Study1","M","Study Phase",1931,"Recall1"
"w10143398_abc","clean","hair",1,"Read","tooth","Study1","M","Study Phase",4299,"Recall1"
"w10157282_HBR","nail","hair",1,"Read","tooth","Study1","M","Study Phase",1344,"Recall1"
"10143815SK","green","syrup",1,"Read","tree","Study1","M","Study Phase",1544,"Recall1"
"BrettThompson","breach","syrup",1,"Read Recall","tree","Study1","M","Study Phase",5676,"Recall1"
"BrookeMask","green","syrup",1,"Read Recall","tree","Study1","M","Study Phase",801,"Recall1"
"jasminesherman","branch ","syrup",1,"Read Recall","tree","Study1","M","Study Phase",818,"Recall1"
"NicolasMunoz","green","syrup",1,"Read Recall","tree","Study1","M","Study Phase",1110,"Recall1"
"TaravionCosey","green ","syrup",1,"Read Recall","tree","Study1","M","Study Phase",8264,"Recall1"
"w10046339_pw","sap","syrup",1,"Read","tree","Study1","M","Study Phase",1545,"Recall1"
"W10057641NS","","syrup",1,"Read","tree","Study1","M","Study Phase",233,"Recall1"
"w10062326CT","green","syrup",1,"Read","tree","Study1","M","Study Phase",4898,"Recall1"
"w10080028_sac","plant","syrup",1,"Read","tree","Study1","M","Study Phase",1323,"Recall1"
"w10085225L.S","root","syrup",1,"Read","tree","Study1","M","Study Phase",922,"Recall1"
"w10101381_mgk","?","syrup",1,"Read","tree","Study1","M","Study Phase",2378,"Recall1"
"w10118390Eh","green","syrup",1,"Read","tree","Study1","M","Study Phase",463,"Recall1"
"w10128215_bnc","green","syrup",1,"Read","tree","Study1","M","Study Phase",1501,"Recall1"
"w10133134_lpc","green","syrup",1,"Read","tree","Study1","M","Study Phase",1009,"Recall1"
"w10143398_abc","syrup","syrup",1,"Read","tree","Study1","M","Study Phase",1591,"Recall1"
"w10157282_HBR","bush","syrup",1,"Read","tree","Study1","M","Study Phase",1483,"Recall1"
"10143815SK","fish","fish",1,"Read","tuna","Study1","F","Study Phase",1726,"Recall1"
"BrettThompson","fish","fish",1,"Read Recall","tuna","Study1","F","Study Phase",2147,"Recall1"
"BrookeMask","fish","fish",1,"Read Recall","tuna","Study1","F","Study Phase",903,"Recall1"
"jasminesherman","","fish",1,"Read Recall","tuna","Study1","F","Study Phase",884,"Recall1"
"NicolasMunoz","fish","fish",1,"Read Recall","tuna","Study1","F","Study Phase",1203,"Recall1"
"TaravionCosey","fish","fish",1,"Read Recall","tuna","Study1","F","Study Phase",5492,"Recall1"
"w10046339_pw","fish","fish",1,"Read","tuna","Study1","F","Study Phase",1575,"Recall1"
"W10057641NS","","fish",1,"Read","tuna","Study1","F","Study Phase",244,"Recall1"
"w10062326CT","fish","fish",1,"Read","tuna","Study1","F","Study Phase",1881,"Recall1"
"w10080028_sac","fish","fish",1,"Read","tuna","Study1","F","Study Phase",1568,"Recall1"
"w10085225L.S","fish","fish",1,"Read","tuna","Study1","F","Study Phase",1047,"Recall1"
"w10101381_mgk","fish","fish",1,"Read","tuna","Study1","F","Study Phase",1241,"Recall1"
"w10118390Eh","fish","fish",1,"Read","tuna","Study1","F","Study Phase",510,"Recall1"
"w10128215_bnc","","fish",1,"Read","tuna","Study1","F","Study Phase",1246,"Recall1"
"w10133134_lpc","fish","fish",1,"Read","tuna","Study1","F","Study Phase",1110,"Recall1"
"w10143398_abc","fish","fish",1,"Read","tuna","Study1","F","Study Phase",1457,"Recall1"
"w10157282_HBR","fish","fish",1,"Read","tuna","Study1","F","Study Phase",1349,"Recall1"
"10143815SK","bike","charm",1,"Read","vehicle","Study1","U","Study Phase",780,"Recall1"
"BrettThompson","tow","charm",1,"Read Recall","vehicle","Study1","U","Study Phase",22574,"Recall1"
"BrookeMask","drive","charm",1,"Read Recall","vehicle","Study1","U","Study Phase",691,"Recall1"
"jasminesherman","","charm",1,"Read Recall","vehicle","Study1","U","Study Phase",883,"Recall1"
"NicolasMunoz","","charm",1,"Read Recall","vehicle","Study1","U","Study Phase",1257,"Recall1"
"TaravionCosey","charm","charm",1,"Read Recall","vehicle","Study1","U","Study Phase",9844,"Recall1"
"w10046339_pw","praise","charm",1,"Read","vehicle","Study1","U","Study Phase",2049,"Recall1"
"W10057641NS","","charm",1,"Read","vehicle","Study1","U","Study Phase",225,"Recall1"
"w10062326CT","charm","charm",1,"Read","vehicle","Study1","U","Study Phase",1470,"Recall1"
"w10080028_sac","car","charm",1,"Read","vehicle","Study1","U","Study Phase",1760,"Recall1"
"w10085225L.S","car","charm",1,"Read","vehicle","Study1","U","Study Phase",670,"Recall1"
"w10101381_mgk","?","charm",1,"Read","vehicle","Study1","U","Study Phase",2071,"Recall1"
"w10118390Eh","transportation","charm",1,"Read","vehicle","Study1","U","Study Phase",344,"Recall1"
"w10128215_bnc","drive","charm",1,"Read","vehicle","Study1","U","Study Phase",1668,"Recall1"
"w10133134_lpc","car","charm",1,"Read","vehicle","Study1","U","Study Phase",1013,"Recall1"
"w10143398_abc","wheels","charm",1,"Read","vehicle","Study1","U","Study Phase",2279,"Recall1"
"w10157282_HBR","","charm",1,"Read","vehicle","Study1","U","Study Phase",2071,"Recall1"
"10143815SK","","money",1,"Read","wage","Study1","F","Study Phase",1425,"Recall1"
"BrettThompson","money","money",1,"Read Recall","wage","Study1","F","Study Phase",6254,"Recall1"
"BrookeMask","money","money",1,"Read Recall","wage","Study1","F","Study Phase",414,"Recall1"
"jasminesherman","","money",1,"Read Recall","wage","Study1","F","Study Phase",832,"Recall1"
"NicolasMunoz","money","money",1,"Read Recall","wage","Study1","F","Study Phase",1284,"Recall1"
"TaravionCosey","money ","money",1,"Read Recall","wage","Study1","F","Study Phase",11658,"Recall1"
"w10046339_pw","money","money",1,"Read","wage","Study1","F","Study Phase",2059,"Recall1"
"W10057641NS","","money",1,"Read","wage","Study1","F","Study Phase",299,"Recall1"
"w10062326CT","pay","money",1,"Read","wage","Study1","F","Study Phase",1005,"Recall1"
"w10080028_sac","money","money",1,"Read","wage","Study1","F","Study Phase",1377,"Recall1"
"w10085225L.S","money","money",1,"Read","wage","Study1","F","Study Phase",626,"Recall1"
"w10101381_mgk","money","money",1,"Read","wage","Study1","F","Study Phase",2090,"Recall1"
"w10118390Eh","money","money",1,"Read","wage","Study1","F","Study Phase",473,"Recall1"
"w10128215_bnc","cost","money",1,"Read","wage","Study1","F","Study Phase",1088,"Recall1"
"w10133134_lpc","money","money",1,"Read","wage","Study1","F","Study Phase",1666,"Recall1"
"w10143398_abc","money","money",1,"Read","wage","Study1","F","Study Phase",1480,"Recall1"
"w10157282_HBR","earn","money",1,"Read","wage","Study1","F","Study Phase",901,"Recall1"
"10143815SK","quiet","quiet",1,"Read","war","Study1","M","Study Phase",3230,"Recall1"
"BrettThompson","quite","quiet",1,"Read Recall","war","Study1","M","Study Phase",2642,"Recall1"
"BrookeMask","quiet ","quiet",1,"Read Recall","war","Study1","M","Study Phase",1563,"Recall1"
"jasminesherman","","quiet",1,"Read Recall","war","Study1","M","Study Phase",5091,"Recall1"
"NicolasMunoz","","quiet",1,"Read Recall","war","Study1","M","Study Phase",1289,"Recall1"
"TaravionCosey","quiet","quiet",1,"Read Recall","war","Study1","M","Study Phase",8187,"Recall1"
"w10046339_pw","quiet","quiet",1,"Read","war","Study1","M","Study Phase",2026,"Recall1"
"W10057641NS","","quiet",1,"Read","war","Study1","M","Study Phase",205,"Recall1"
"w10062326CT","quiet","quiet",1,"Read","war","Study1","M","Study Phase",2474,"Recall1"
"w10080028_sac","quiet","quiet",1,"Read","war","Study1","M","Study Phase",1640,"Recall1"
"w10085225L.S","fight","quiet",1,"Read","war","Study1","M","Study Phase",1136,"Recall1"
"w10101381_mgk","quiet","quiet",1,"Read","war","Study1","M","Study Phase",1439,"Recall1"
"w10118390Eh","peace","quiet",1,"Read","war","Study1","M","Study Phase",1027,"Recall1"
"w10128215_bnc","quiet","quiet",1,"Read","war","Study1","M","Study Phase",1294,"Recall1"
"w10133134_lpc","quite","quiet",1,"Read","war","Study1","M","Study Phase",1504,"Recall1"
"w10143398_abc","quiet","quiet",1,"Read","war","Study1","M","Study Phase",3567,"Recall1"
"w10157282_HBR","peace","quiet",1,"Read","war","Study1","M","Study Phase",1800,"Recall1"
"10143815SK","ring","finger",1,"Read","wedding","Study1","M","Study Phase",1096,"Recall1"
"BrettThompson","ring","finger",1,"Read Recall","wedding","Study1","M","Study Phase",4889,"Recall1"
"BrookeMask","cake","finger",1,"Read Recall","wedding","Study1","M","Study Phase",447,"Recall1"
"jasminesherman","","finger",1,"Read Recall","wedding","Study1","M","Study Phase",802,"Recall1"
"NicolasMunoz","","finger",1,"Read Recall","wedding","Study1","M","Study Phase",2226,"Recall1"
"TaravionCosey","finger ","finger",1,"Read Recall","wedding","Study1","M","Study Phase",8331,"Recall1"
"w10046339_pw","cake","finger",1,"Read","wedding","Study1","M","Study Phase",2150,"Recall1"
"W10057641NS","","finger",1,"Read","wedding","Study1","M","Study Phase",252,"Recall1"
"w10062326CT","finger","finger",1,"Read","wedding","Study1","M","Study Phase",1718,"Recall1"
"w10080028_sac","finger","finger",1,"Read","wedding","Study1","M","Study Phase",1328,"Recall1"
"w10085225L.S","bella","finger",1,"Read","wedding","Study1","M","Study Phase",524,"Recall1"
"w10101381_mgk","finger","finger",1,"Read","wedding","Study1","M","Study Phase",1709,"Recall1"
"w10118390Eh","cake","finger",1,"Read","wedding","Study1","M","Study Phase",494,"Recall1"
"w10128215_bnc","band","finger",1,"Read","wedding","Study1","M","Study Phase",1391,"Recall1"
"w10133134_lpc","ring","finger",1,"Read","wedding","Study1","M","Study Phase",844,"Recall1"
"w10143398_abc","pie","finger",1,"Read","wedding","Study1","M","Study Phase",1914,"Recall1"
"w10157282_HBR","ring","finger",1,"Read","wedding","Study1","M","Study Phase",1128,"Recall1"
"10143815SK","","sentence",1,"Read","word","Study1","F","Study Phase",1522,"Recall1"
"BrettThompson","play","sentence",1,"Read Recall","word","Study1","F","Study Phase",2961,"Recall1"
"BrookeMask","book","sentence",1,"Read Recall","word","Study1","F","Study Phase",463,"Recall1"
"jasminesherman","","sentence",1,"Read Recall","word","Study1","F","Study Phase",689,"Recall1"
"NicolasMunoz","","sentence",1,"Read Recall","word","Study1","F","Study Phase",1039,"Recall1"
"TaravionCosey","sentence ","sentence",1,"Read Recall","word","Study1","F","Study Phase",7585,"Recall1"
"w10046339_pw","spell","sentence",1,"Read","word","Study1","F","Study Phase",1501,"Recall1"
"W10057641NS","","sentence",1,"Read","word","Study1","F","Study Phase",238,"Recall1"
"w10062326CT","sentence","sentence",1,"Read","word","Study1","F","Study Phase",1412,"Recall1"
"w10080028_sac","sentence","sentence",1,"Read","word","Study1","F","Study Phase",1200,"Recall1"
"w10085225L.S","letter","sentence",1,"Read","word","Study1","F","Study Phase",559,"Recall1"
"w10101381_mgk","?","sentence",1,"Read","word","Study1","F","Study Phase",3425,"Recall1"
"w10118390Eh","talk","sentence",1,"Read","word","Study1","F","Study Phase",430,"Recall1"
"w10128215_bnc","game","sentence",1,"Read","word","Study1","F","Study Phase",1051,"Recall1"
"w10133134_lpc","sentence","sentence",1,"Read","word","Study1","F","Study Phase",1393,"Recall1"
"w10143398_abc","sentence","sentence",1,"Read","word","Study1","F","Study Phase",1592,"Recall1"
"w10157282_HBR","speak","sentence",1,"Read","word","Study1","F","Study Phase",2461,"Recall1"
"10134188andCC","love","love",3,"Read","affection","Study1","F","Study Phase2",521,"Recall2"
"ArielThomas","love ","love",3,"Read Recall","affection","Study1","F","Study Phase2",5394,"Recall2"
"JadeRoss","love","love",3,"Read Recall","affection","Study1","F","Study Phase2",330,"Recall2"
"MadisonHodge","love","love",3,"Read Recall","affection","Study1","F","Study Phase2",1759,"Recall2"
"MakaylaTemple","love","love",3,"Read Recall","affection","Study1","F","Study Phase2",1009,"Recall2"
"w10033523_hp","love","love",3,"Read","affection","Study1","F","Study Phase2",701,"Recall2"
"w10053729_jjm","love","love",3,"Read","affection","Study1","F","Study Phase2",550,"Recall2"
"w10057028_nfg","love","love",3,"Read","affection","Study1","F","Study Phase2",1323,"Recall2"
"w10059334_IMV","love","love",3,"Read","affection","Study1","F","Study Phase2",1811,"Recall2"
"W10079507_CEE","love","love",3,"Read","affection","Study1","F","Study Phase2",1066,"Recall2"
"w10083877_dzw","love","love",3,"Read","affection","Study1","F","Study Phase2",4776,"Recall2"
"w10089472","love","love",3,"Read","affection","Study1","F","Study Phase2",2498,"Recall2"
"w10124974_tcb","love","love",3,"Read","affection","Study1","F","Study Phase2",164,"Recall2"
"W10126626SG","love","love",3,"Read","affection","Study1","F","Study Phase2",1593,"Recall2"
"w10126773_AT","love","love",3,"Read","affection","Study1","F","Study Phase2",1160,"Recall2"
"w10128864","love","love",3,"Read","affection","Study1","F","Study Phase2",896,"Recall2"
"w10132763akp","feel","love",3,"Read","affection","Study1","F","Study Phase2",795,"Recall2"
"w10133025_mjc","","love",3,"Read","affection","Study1","F","Study Phase2",687,"Recall2"
"w10135981JZ","","love",3,"Read","affection","Study1","F","Study Phase2",1630,"Recall2"
"w10140814DO","love","love",3,"Read","affection","Study1","F","Study Phase2",3449,"Recall2"
"w10148391-Jk","loge","love",3,"Read","affection","Study1","F","Study Phase2",9883,"Recall2"
"w10151253_ES","love","love",3,"Read","affection","Study1","F","Study Phase2",1141,"Recall2"
"w958722_hnm","love","love",3,"Read","affection","Study1","F","Study Phase2",1858,"Recall2"
"10134188andCC","fly","bounce",3,"Read","bat","Study1","M","Study Phase2",414,"Recall2"
"ArielThomas","bounce","bounce",3,"Read Recall","bat","Study1","M","Study Phase2",5863,"Recall2"
"JadeRoss","bounce","bounce",3,"Read Recall","bat","Study1","M","Study Phase2",900,"Recall2"
"MadisonHodge","","bounce",3,"Read Recall","bat","Study1","M","Study Phase2",1068,"Recall2"
"MakaylaTemple","bounce","bounce",3,"Read Recall","bat","Study1","M","Study Phase2",829,"Recall2"
"w10033523_hp","","bounce",3,"Read","bat","Study1","M","Study Phase2",814,"Recall2"
"w10053729_jjm","table","bounce",3,"Read","bat","Study1","M","Study Phase2",1790,"Recall2"
"w10057028_nfg","","bounce",3,"Read","bat","Study1","M","Study Phase2",1581,"Recall2"
"w10059334_IMV","wing","bounce",3,"Read","bat","Study1","M","Study Phase2",3470,"Recall2"
"W10079507_CEE","bounce","bounce",3,"Read","bat","Study1","M","Study Phase2",1101,"Recall2"
"w10083877_dzw","bounce","bounce",3,"Read","bat","Study1","M","Study Phase2",4941,"Recall2"
"w10089472","man","bounce",3,"Read","bat","Study1","M","Study Phase2",1081,"Recall2"
"w10124974_tcb","bat","bounce",3,"Read","bat","Study1","M","Study Phase2",165,"Recall2"
"W10126626SG","bounce","bounce",3,"Read","bat","Study1","M","Study Phase2",5841,"Recall2"
"w10126773_AT","ball","bounce",3,"Read","bat","Study1","M","Study Phase2",1321,"Recall2"
"w10128864","","bounce",3,"Read","bat","Study1","M","Study Phase2",961,"Recall2"
"w10132763akp","man","bounce",3,"Read","bat","Study1","M","Study Phase2",701,"Recall2"
"w10133025_mjc","bounce","bounce",3,"Read","bat","Study1","M","Study Phase2",1028,"Recall2"
"w10135981JZ","bounce","bounce",3,"Read","bat","Study1","M","Study Phase2",2004,"Recall2"
"w10140814DO","fly","bounce",3,"Read","bat","Study1","M","Study Phase2",2507,"Recall2"
"w10148391-Jk","bounce","bounce",3,"Read","bat","Study1","M","Study Phase2",10323,"Recall2"
"w10151253_ES","bounce","bounce",3,"Read","bat","Study1","M","Study Phase2",1060,"Recall2"
"w958722_hnm","bounce","bounce",3,"Read","bat","Study1","M","Study Phase2",1646,"Recall2"
"10134188andCC","sand","box",3,"Read","beach","Study1","M","Study Phase2",735,"Recall2"
"ArielThomas","waves","box",3,"Read Recall","beach","Study1","M","Study Phase2",7389,"Recall2"
"JadeRoss","house","box",3,"Read Recall","beach","Study1","M","Study Phase2",1035,"Recall2"
"MadisonHodge","chair","box",3,"Read Recall","beach","Study1","M","Study Phase2",1468,"Recall2"
"MakaylaTemple","ball","box",3,"Read Recall","beach","Study1","M","Study Phase2",747,"Recall2"
"w10033523_hp","shell","box",3,"Read","beach","Study1","M","Study Phase2",714,"Recall2"
"w10053729_jjm","ball","box",3,"Read","beach","Study1","M","Study Phase2",808,"Recall2"
"w10057028_nfg","bo","box",3,"Read","beach","Study1","M","Study Phase2",1734,"Recall2"
"w10059334_IMV","box","box",3,"Read","beach","Study1","M","Study Phase2",1962,"Recall2"
"W10079507_CEE","box","box",3,"Read","beach","Study1","M","Study Phase2",1438,"Recall2"
